Region,Country,Location,StationID,Date,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
Africa,Kenya,Kisumu,637080,19-02-2020,24.4,30,19,-,69,-,10,10.9,38.9,-,o,,o,
Africa,Kenya,Kisumu,637080,20-02-2020,24.8,30,20,-,71,10.92,10.8,10.6,27.8,-,,,,
Africa,Kenya,Kisumu,637080,21-02-2020,24.8,30,20,-,74,0,10,12,29.4,-,,,,
Africa,Kenya,Kisumu,637080,22-02-2020,24.9,31,20,-,72,0,10.8,10,27.8,-,,,,
Africa,Kenya,Kisumu,637080,23-02-2020,26,32,20,-,60,0,10,10.7,33.5,-,,,,
Africa,Kenya,Kisumu,637080,24-02-2020,25.9,31,21,-,52,0,10,11.1,16.5,-,,,,
Africa,Kenya,Kisumu,637080,25-02-2020,24.2,29,19,-,66,-,10,10.7,25.9,-,o,,o,
Africa,Kenya,Kisumu,637080,26-02-2020,24.2,29.4,20,-,69,0,10.8,7.8,14.8,-,,,o,
Africa,Kenya,Kisumu,637080,27-02-2020,23.3,31,20,-,73,0.25,10.8,9.8,25.9,-,o,,o,
Africa,Kenya,Kisumu,637080,28-02-2020,23.7,29,19,-,73,-,10,10.7,29.4,-,o,,o,
Africa,Kenya,Kisumu,637080,29-02-2020,24.4,30,19,-,69,0,10,11.1,25.9,-,,,,
Africa,Kenya,Kitale,636610,01-01-2020,18.8,26.6,11.6,-,63,0,29.9,4.4,14.8,-,,,,
Africa,Kenya,Kitale,636610,02-01-2020,18.8,26.9,10.2,-,67,0,29.9,1.7,7.6,-,,,,
Africa,Kenya,Kitale,636610,03-01-2020,18.7,25,11.1,-,67,0,29.9,3.5,9.4,-,,,,
Africa,Kenya,Kitale,636610,04-01-2020,19.6,25.7,12,-,66,0,29.9,4.6,11.1,-,o,,,
Africa,Kenya,Kitale,636610,05-01-2020,19.9,26,14.4,-,68,0,29.9,3.7,18.3,-,,,,
Africa,Kenya,Kitale,636610,06-01-2020,20.2,25,13,-,67,0,29.3,1.9,7.6,-,o,,,
Africa,Kenya,Kitale,636610,07-01-2020,19.3,25.6,12.6,-,70,0,29.9,3.3,11.1,-,,,,
Africa,Kenya,Kitale,636610,08-01-2020,18.7,25.2,13.7,-,75,0.25,29.9,2.2,7.6,-,,,,
Africa,Kenya,Kitale,636610,09-01-2020,18.9,26.3,10.5,-,63,0,29.9,3.5,7.6,-,,,,
Africa,Kenya,Kitale,636610,10-01-2020,19.3,26.1,11,-,60,0,29.9,3,9.4,-,,,,
Africa,Kenya,Kitale,636610,11-01-2020,16.9,23.5,12,-,81,0,28.8,1.3,5.4,-,,,,
Africa,Kenya,Kitale,636610,12-01-2020,17.1,19,13.2,-,90,11.94,28.3,0,-,-,o,,,
Africa,Kenya,Kitale,636610,13-01-2020,17.8,23.4,12,-,82,0,18.8,1.7,11.1,-,,,,o
Africa,Kenya,Kitale,636610,14-01-2020,18.8,25.8,11.7,-,71,0,23.8,4.3,13,-,,,,o
Africa,Kenya,Kitale,636610,15-01-2020,19.2,27.5,11,-,66,1.02,29.9,3.1,7.6,-,,,,
Africa,Kenya,Kitale,636610,16-01-2020,19.3,27.6,12,-,69,0,29.9,1.9,7.6,-,,,,
Africa,Kenya,Kitale,636610,17-01-2020,20.6,27.7,13.1,-,61,0,29.9,3.1,9.4,-,,,,
Africa,Kenya,Kitale,636610,18-01-2020,20.2,27.5,13.6,-,61,0,29.9,4.4,14.8,-,,,,
Africa,Kenya,Kitale,636610,19-01-2020,19.8,27,13,-,65,0,29.9,3.9,9.4,-,,,,
Africa,Kenya,Kitale,636610,20-01-2020,19.4,27.2,11.8,-,61,0,29.9,6.5,14.8,-,,,,
Africa,Kenya,Kitale,636610,21-01-2020,22.6,28.3,11.4,-,54,0,29.9,4.6,11.1,-,,,,
Africa,Kenya,Kitale,636610,22-01-2020,20.1,27.9,12.5,-,64,0,29.9,2.4,11.1,-,,,,
Africa,Kenya,Kitale,636610,23-01-2020,20.3,26,13.6,-,65,0,29.9,3.5,22.2,-,,,,
Africa,Kenya,Kitale,636610,24-01-2020,19.8,25,16,-,75,0,28.8,3,7.6,-,,,,
Africa,Kenya,Kitale,636610,25-01-2020,19.8,26.2,14.4,-,75,0,29.9,4.8,14.8,-,,,,
Africa,Kenya,Kitale,636610,26-01-2020,19.7,25,16,-,79,0,29.9,2.6,7.6,-,,,,
Africa,Kenya,Kitale,636610,27-01-2020,19.4,24.8,15.6,-,80,0,28.6,1.9,7.6,-,o,,o,
Africa,Kenya,Kitale,636610,28-01-2020,18.6,25.4,15.1,-,85,12.95,26.4,1.9,7.6,-,o,,o,
Africa,Kenya,Kitale,636610,29-01-2020,17.5,24.7,14.5,-,87,39.12,28.6,4.8,9.4,-,o,,,
Africa,Kenya,Kitale,636610,30-01-2020,18.5,25.2,14.5,-,82,55.88,29.5,2.8,9.4,-,o,,,
Africa,Kenya,Kitale,636610,31-01-2020,17.9,23.6,15,-,89,23.88,22.7,1.1,9.4,-,o,,o,
Africa,Kenya,Kitale,636610,01-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Kitale,636610,02-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Kitale,636610,03-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Kitale,636610,04-02-2020,20.4,23.6,13.5,-,73,1.02,29.9,5.6,13,-,,,,
Africa,Kenya,Kitale,636610,05-02-2020,18.1,24.3,15.1,-,89,0,29.9,1.1,7.6,-,,,,
Africa,Kenya,Kitale,636610,06-02-2020,19.4,25.8,14.5,-,80,7.87,28.6,3,14.8,-,,,,
Africa,Kenya,Kitale,636610,07-02-2020,19.5,26.7,11.4,-,68,2.03,29.9,5,14.8,-,,,,
Africa,Kenya,Kitale,636610,08-02-2020,19.4,26.4,12.4,-,62,0,29.9,3,13,-,,,,
Africa,Kenya,Kitale,636610,09-02-2020,18.4,26.8,10.6,-,60,0,29.9,3.1,13,-,,,,
Africa,Kenya,Kitale,636610,10-02-2020,19.2,27.4,9.4,-,53,0,29.9,2,9.4,-,,,,
Africa,Kenya,Kitale,636610,11-02-2020,19.4,27.6,9.4,-,58,0,29.9,4.8,14.8,-,,,,
Africa,Kenya,Kitale,636610,12-02-2020,18.3,26.2,11.5,-,72,0,29.9,3,7.6,-,,,,
Africa,Kenya,Kitale,636610,13-02-2020,18.9,24.8,14,-,77,0,29.9,4.8,14.8,-,,,,
Africa,Kenya,Kitale,636610,14-02-2020,19.7,26,14.5,-,74,0,29.9,1.5,11.1,-,,,o,
Africa,Kenya,Kitale,636610,15-02-2020,17.9,25,12.2,-,74,0,29.9,2.4,9.4,-,,,,
Africa,Kenya,Kitale,636610,16-02-2020,19.7,26.6,11.4,-,69,-,25.7,3.5,11.1,-,o,,,
Africa,Kenya,Kitale,636610,17-02-2020,20.8,28.3,13.6,-,69,0,29.9,2,11.1,-,o,,,
Africa,Kenya,Kitale,636610,18-02-2020,19.4,27.9,12.6,-,71,1.02,29.9,3.1,9.4,-,,,,
Africa,Kenya,Kitale,636610,19-02-2020,19.9,27.6,12.2,-,63,4.06,29.9,4.6,14.8,-,,,,
Africa,Kenya,Kitale,636610,20-02-2020,19.8,26.6,10.6,-,58,0,29.9,3.5,18.3,-,,,,
Africa,Kenya,Kitale,636610,21-02-2020,19.6,27.5,11.5,-,67,0,29.9,1.1,7.6,-,,,,
Africa,Kenya,Kitale,636610,22-02-2020,20.8,26.6,14.2,-,69,0,29.9,1.9,9.4,-,,,,
Africa,Kenya,Kitale,636610,23-02-2020,21,26.5,13.5,-,59,0,29.9,4.6,11.1,-,,,,
Africa,Kenya,Kitale,636610,24-02-2020,20.5,28.5,14.2,-,51,0,29.9,2.8,9.4,-,,,,
Africa,Kenya,Kitale,636610,25-02-2020,20.3,27.2,11.6,-,60,0,29.9,1.9,9.4,-,,,,
Africa,Kenya,Kitale,636610,26-02-2020,21.4,26.4,16,-,64,0,28.8,5,14.8,-,,,,
Africa,Kenya,Kitale,636610,27-02-2020,20.9,28.2,15.3,-,70,0,29.9,4.8,14.8,-,,,o,
Africa,Kenya,Kitale,636610,28-02-2020,20.3,27.5,14.5,-,71,0,29.9,7.6,44.6,-,,,,
Africa,Kenya,Kitale,636610,29-02-2020,21.1,28.6,16.5,-,68,0,29.9,3.7,14.8,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,01-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lamu-Manda Island,637720,02-01-2020,30.6,32.2,24,-,70,0,29.9,10.2,22.2,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,03-01-2020,30.3,32.5,24.5,-,73,0,29.9,9.6,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,04-01-2020,30.4,32.3,23,-,70,0,29.9,-,-,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,05-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lamu-Manda Island,637720,06-01-2020,32,33.7,26.8,-,68,0,29.9,15.6,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,07-01-2020,31.7,33.2,26.5,-,69,0,29.9,14.8,24.1,-,,,o,
Africa,Kenya,Lamu-Manda Island,637720,08-01-2020,29.9,33,23.8,-,74,0,29.9,4.6,18.3,-,,,o,
Africa,Kenya,Lamu-Manda Island,637720,09-01-2020,30.8,32.9,23.4,-,69,-,29.9,10.2,18.3,-,o,,,
Africa,Kenya,Lamu-Manda Island,637720,10-01-2020,30.8,32.7,27,-,73,1.02,29.9,9.3,14.8,-,o,,,
Africa,Kenya,Lamu-Manda Island,637720,11-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lamu-Manda Island,637720,12-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lamu-Manda Island,637720,13-01-2020,27.3,30.5,23.9,-,88,19.05,27.5,7.4,14.8,-,o,,o,
Africa,Kenya,Lamu-Manda Island,637720,14-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lamu-Manda Island,637720,15-01-2020,29.8,31.8,25.6,-,-,-,29.9,15.7,22.2,-,o,,,
Africa,Kenya,Lamu-Manda Island,637720,16-01-2020,30.4,32,24.8,-,71,6.1,29.9,15.2,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,17-01-2020,30.7,32.3,23.7,-,68,0,29.9,15.7,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,18-01-2020,30.4,32,23.3,-,68,0,29.9,8.3,9.4,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,19-01-2020,30.1,32.2,25.5,-,70,0,29.9,13.3,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,20-01-2020,30.7,32.8,24,-,71,0,29.9,13.9,24.1,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,21-01-2020,30.9,33.4,24.5,-,69,0,29.9,15.6,25.9,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,22-01-2020,30.4,32.6,24.8,-,72,0,29.9,17.2,22.2,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,23-01-2020,30.8,32.5,25.5,-,71,0,29.9,18.1,22.2,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,24-01-2020,30.3,31.8,27,-,75,0,29.9,13.7,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,25-01-2020,30.7,32.5,26.5,-,73,0,29.9,17.6,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,26-01-2020,30.6,32.3,26.6,-,73,0,29.9,11.7,22.2,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,27-01-2020,30.2,32,25.5,-,74,0,29.9,10.6,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,28-01-2020,29.9,32.4,24.5,-,72,2.03,29.9,17.6,29.4,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,29-01-2020,29.8,31.7,25,-,74,0,29.9,13.3,29.4,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,30-01-2020,29.9,32,24.5,-,74,0.51,29.9,7.8,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,31-01-2020,29.9,31.6,24,-,78,0,29.9,10.6,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,01-02-2020,29,30.5,24.8,-,79,20.07,29.9,6.5,13,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,02-02-2020,29.9,32,24.8,-,75,1.02,29.9,9.6,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,03-02-2020,30.4,31.7,24.5,-,71,0,29.9,14.8,16.5,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,04-02-2020,29.8,31.6,24.2,-,74,0,29.9,9.6,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,05-02-2020,30.7,32.2,25,-,66,0,29.9,10.2,13,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,06-02-2020,30.7,31.8,25,-,67,0,29.9,11.7,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,07-02-2020,30.7,31.8,25.2,-,66,0,29.9,12,24.1,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,08-02-2020,30.9,32.2,24,-,64,0,29.9,11.1,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,09-02-2020,30.8,32,26.2,-,63,0,29.9,16.1,20.6,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,10-02-2020,31.3,33,23.5,-,67,0,29.9,4.6,13,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,11-02-2020,30.9,32.8,24.5,-,70,0,29.9,4.6,13,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,12-02-2020,31.7,33.7,24.5,-,67,0,29.9,6.9,14.8,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,13-02-2020,30.2,31.4,26.5,-,73,0,29.9,8.3,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,14-02-2020,31.2,32.6,26.2,-,67,0,29.9,21.1,29.4,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,15-02-2020,29.2,30.8,23.4,-,73,0,29.9,13.3,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,16-02-2020,30.8,32.5,23.5,-,70,0,29.9,15.2,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,17-02-2020,30.9,32.5,26.2,-,68,0,29.9,15.2,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,18-02-2020,31.6,33.2,26.5,-,67,0,29.9,13.3,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,19-02-2020,31.1,33.5,26.2,-,67,0,29.9,12.6,14.8,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,20-02-2020,31.3,33,24.2,-,67,0,29.9,9.3,13,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,21-02-2020,31.3,32.7,25.2,-,66,0,29.9,10.6,14.8,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,22-02-2020,30.8,32.8,25,-,67,0,29.9,11.1,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,23-02-2020,30.2,31.5,26.7,-,75,1.02,29.9,13.3,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,24-02-2020,30.5,32,25.3,-,73,0,29.9,11.1,18.3,-,o,,,
Africa,Kenya,Lamu-Manda Island,637720,25-02-2020,31.1,33.2,25.8,-,70,0,29.9,13,14.8,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,26-02-2020,31.9,33.5,27.2,-,66,0,29.9,14.8,18.3,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,27-02-2020,31.4,33.4,26.6,-,70,0,29.9,10.6,22.2,-,,,,
Africa,Kenya,Lamu-Manda Island,637720,28-02-2020,31.3,33.4,26.3,-,71,0.51,29.9,6.1,9.4,-,o,,,
Africa,Kenya,Lamu-Manda Island,637720,29-02-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Lodwar,636120,01-01-2020,30.7,36,25.8,-,42,0,34.3,15.2,25.9,-,,,,
Africa,Kenya,Lodwar,636120,02-01-2020,30.6,34.6,25,-,46,0,31.2,21.3,51.9,-,,,,
Africa,Kenya,Lodwar,636120,03-01-2020,31.2,36.3,26.6,-,44,0,29.9,20.4,50,-,,,,
Africa,Kenya,Lodwar,636120,04-01-2020,29.9,34.8,24.9,-,50,0,29.9,7.4,22.2,-,,,,
Africa,Kenya,Lodwar,636120,05-01-2020,31,36.6,26.2,-,45,0,29.9,7.8,27.8,-,,,,
Africa,Kenya,Lodwar,636120,06-01-2020,30.6,34.8,25.4,-,49,0,28.6,8.7,22.2,-,,,,
Africa,Kenya,Lodwar,636120,07-01-2020,31.7,36.2,26.5,-,46,0,29.9,15.7,33.5,-,,,,
Africa,Kenya,Lodwar,636120,08-01-2020,30.8,35,26.5,-,47,0,29.9,21.9,51.9,-,,,,
Africa,Kenya,Lodwar,636120,09-01-2020,29.6,36.4,24,-,49,0,29.9,12.2,33.5,-,,,,
Africa,Kenya,Lodwar,636120,10-01-2020,30.4,35.6,22.6,-,44,0,34.9,11.3,22.2,-,,,,
Africa,Kenya,Lodwar,636120,11-01-2020,29.3,33.2,26.8,-,39,0,40.1,12,55.4,-,,,,
Africa,Kenya,Lodwar,636120,12-01-2020,29.6,33.2,24.2,-,37,0,31.4,16.7,53.5,-,,,,
Africa,Kenya,Lodwar,636120,13-01-2020,26.6,29.2,23.5,-,44,0,28.8,13.5,24.1,-,,,,
Africa,Kenya,Lodwar,636120,14-01-2020,27.4,33.6,22.8,-,63,0,29.9,6.9,18.3,-,,,,
Africa,Kenya,Lodwar,636120,15-01-2020,29.6,35.4,23.4,-,54,0,29.9,12.4,22.2,-,,,,
Africa,Kenya,Lodwar,636120,16-01-2020,30.3,36.8,23.4,-,45,0,29.9,10,22.2,-,,,,
Africa,Kenya,Lodwar,636120,17-01-2020,29.6,36.8,21.3,-,45,0,29.9,8.1,22.2,-,,,,
Africa,Kenya,Lodwar,636120,18-01-2020,30.9,36,21.8,-,39,0,29.9,11.1,25.9,-,,,,
Africa,Kenya,Lodwar,636120,19-01-2020,30.9,36.6,21.7,-,35,0,29.9,7.2,14.8,-,,,,
Africa,Kenya,Lodwar,636120,20-01-2020,30.3,36.7,25.7,-,41,0,29.9,9.3,14.8,-,,,,
Africa,Kenya,Lodwar,636120,21-01-2020,30.9,37.4,25,-,41,0,29.9,14.1,22.2,-,,,,
Africa,Kenya,Lodwar,636120,22-01-2020,31.7,37.3,25.6,-,40,0,29.9,13.7,25.9,-,,,,
Africa,Kenya,Lodwar,636120,23-01-2020,31.1,36.9,26.7,-,38,0,29.9,15.7,29.4,-,,,,
Africa,Kenya,Lodwar,636120,24-01-2020,31.6,35.7,26.9,-,39,0,29.9,15.2,29.4,-,,,,
Africa,Kenya,Lodwar,636120,25-01-2020,31.3,36.6,28.2,-,44,0,29.9,17.2,29.4,-,,,,
Africa,Kenya,Lodwar,636120,26-01-2020,29.8,33.7,26.8,-,60,0,29.9,7.4,14.8,-,,,,
Africa,Kenya,Lodwar,636120,27-01-2020,26,28.4,24.3,-,83,4.06,27.5,10,25.9,-,o,,,
Africa,Kenya,Lodwar,636120,28-01-2020,26.5,30.8,23.2,-,80,0,29.9,7.2,18.3,-,o,,,
Africa,Kenya,Lodwar,636120,29-01-2020,23.8,26.4,22.2,-,89,6.1,22.9,14.3,29.4,-,o,,o,
Africa,Kenya,Lodwar,636120,30-01-2020,27.3,33.1,21.9,-,72,1.02,29.9,6.7,14.8,-,,,,
Africa,Kenya,Lodwar,636120,31-01-2020,28.4,32.8,24,-,70,0,29.9,7.6,14.8,-,,,,
Africa,Kenya,Lodwar,636120,01-02-2020,27.7,32,23.6,-,71,0,29.9,5.7,18.3,-,,,,
Africa,Kenya,Lodwar,636120,02-02-2020,28.7,34.8,23.6,-,60,0,29.9,3.1,63,-,,,,
Africa,Kenya,Lodwar,636120,03-02-2020,26.9,29.6,24.5,-,75,0,29.9,3.1,9.4,-,o,,,
Africa,Kenya,Lodwar,636120,04-02-2020,27.5,32.6,22.2,-,67,0,29.9,6.9,14.8,-,,,,
Africa,Kenya,Lodwar,636120,05-02-2020,28.4,35.6,23.6,-,65,0,29.9,3.9,14.8,-,,,,
Africa,Kenya,Lodwar,636120,06-02-2020,30.4,35.8,23.8,-,54,0,29.9,5.4,11.1,-,,,,
Africa,Kenya,Lodwar,636120,07-02-2020,30,36,23,-,55,0,29.9,4.8,18.3,-,,,,
Africa,Kenya,Lodwar,636120,08-02-2020,30.2,35.4,24,-,56,0,29.9,7.4,18.3,-,,,,
Africa,Kenya,Lodwar,636120,09-02-2020,30.4,34.6,22.4,-,55,0,29.9,6.9,14.8,-,,,,
Africa,Kenya,Lodwar,636120,10-02-2020,30.5,37,23.8,-,53,0,29.9,3.7,9.4,-,,,,
Africa,Kenya,Lodwar,636120,11-02-2020,31.6,37.4,24.8,-,50,0,29.9,4.4,70.6,-,,,,
Africa,Kenya,Lodwar,636120,12-02-2020,31.3,37,25.6,-,51,0,29.9,5.9,59.4,-,,,,
Africa,Kenya,Lodwar,636120,13-02-2020,26.9,29.5,23.4,-,59,0,29.9,5.7,18.3,-,o,,,
Africa,Kenya,Lodwar,636120,14-02-2020,28.8,34,23,-,59,2.03,29.9,5.7,25.9,-,,,,
Africa,Kenya,Lodwar,636120,15-02-2020,29.7,34.6,24,-,59,0,29.9,13.3,29.4,-,,,,
Africa,Kenya,Lodwar,636120,16-02-2020,31.1,36.2,26,-,51,0,29.9,11.9,22.2,-,,,,
Africa,Kenya,Lodwar,636120,17-02-2020,30.9,35.4,25.2,-,51,0,29.9,9.8,18.3,-,,,,
Africa,Kenya,Lodwar,636120,18-02-2020,32.2,36,26.2,-,45,0,29.9,14.1,25.9,-,,,,
Africa,Kenya,Lodwar,636120,19-02-2020,31.5,36,26,-,51,0,29.9,13.7,22.2,-,,,,
Africa,Kenya,Lodwar,636120,20-02-2020,31.3,38,25.4,-,49,0,29.9,14.4,35.2,-,,,,
Africa,Kenya,Lodwar,636120,21-02-2020,32.4,38,25,-,47,0,29.9,10.6,18.3,-,,,,
Africa,Kenya,Lodwar,636120,22-02-2020,31.4,37.6,25.6,-,52,0,29.9,13,25.9,-,,,,
Africa,Kenya,Lodwar,636120,23-02-2020,31.8,37,25,-,49,0,29.9,16.5,25.9,-,,,,
Africa,Kenya,Lodwar,636120,24-02-2020,31.8,37.6,26.6,-,50,0,29.9,18.7,37,-,,,,
Africa,Kenya,Lodwar,636120,25-02-2020,32.4,38.4,25.4,-,47,0,29.9,10.6,18.3,-,,,,
Africa,Kenya,Lodwar,636120,26-02-2020,32.2,39.4,26,-,47,0,29.9,14.4,37,-,,,,
Africa,Kenya,Lodwar,636120,27-02-2020,31.7,37.4,25.6,-,50,0,29.9,12.4,29.4,-,,,,
Africa,Kenya,Lodwar,636120,28-02-2020,31.6,37.6,25.6,-,51,0,29.9,7.6,14.8,-,,,,
Africa,Kenya,Lodwar,636120,29-02-2020,31.5,38.2,25.4,-,50,0,29.9,4.4,-,-,,,,
Africa,Kenya,Makindu,637660,01-01-2020,22.9,27.2,18.5,-,79,0,30.6,3.7,7.6,-,,,,o
Africa,Kenya,Makindu,637660,02-01-2020,21.8,27.2,19,-,87,0,40.1,1.5,7.6,-,,,,
Africa,Kenya,Makindu,637660,03-01-2020,23.1,28.5,19.6,-,82,-,40.1,3.1,7.6,-,,o,,
Africa,Kenya,Makindu,637660,04-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Makindu,637660,05-01-2020,23.2,28.5,19,-,84,0,40.1,1.9,7.6,-,,,,
Africa,Kenya,Makindu,637660,06-01-2020,23.2,27.7,20.5,-,85,0,40.1,1.9,7.6,-,,,,
Africa,Kenya,Makindu,637660,07-01-2020,21.4,24,18.6,-,85,0,40.1,1.5,7.6,-,,,,
Africa,Kenya,Makindu,637660,08-01-2020,21.6,23.2,20.5,-,91,0,40.1,0,-,-,,,,
Africa,Kenya,Makindu,637660,09-01-2020,22.6,28.2,20.5,-,85,0,40.1,2.2,11.1,-,,,,
Africa,Kenya,Makindu,637660,10-01-2020,22.8,27.1,20.7,-,89,0,40.1,3,7.6,-,,,,
Africa,Kenya,Makindu,637660,11-01-2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Africa,Kenya,Makindu,637660,12-01-2020,25.7,31,20.4,-,67,0,40.1,4.8,11.1,-,,,,
Africa,Kenya,Makindu,637660,13-01-2020,22.8,26.7,19,-,83,3.05,40.1,0,-,-,o,,,
Africa,Kenya,Makindu,637660,14-01-2020,23.1,26.7,19.2,-,87,2.03,40.1,1.3,9.4,-,,,,
Africa,Kenya,Makindu,637660,15-01-2020,24.2,28.2,19,-,77,0,36.7,1.5,9.4,-,,,,
Africa,Kenya,Makindu,637660,16-01-2020,23.8,27.6,20.4,-,80,0,40.1,2.4,9.4,-,,,,
Africa,Kenya,Makindu,637660,17-01-2020,24.6,29,20,-,71,0,40.1,2.2,7.6,-,,,,
Africa,Kenya,Makindu,637660,18-01-2020,23.7,29,18.9,-,77,0,40.1,0.9,7.6,-,,,,
Africa,Kenya,Makindu,637660,19-01-2020,22.9,28.2,18,-,80,0,35.6,2,9.4,-,,,,
Africa,Kenya,Makindu,637660,20-01-2020,22.7,28.7,20.2,-,83,0,40.1,1.9,9.4,-,,,,
Africa,Kenya,Makindu,637660,21-01-2020,23.4,29,19.1,-,78,0,40.1,3.7,7.6,-,,,,
Africa,Kenya,Makindu,637660,22-01-2020,22.2,27.2,19,-,84,0,40.1,3,7.6,-,,,,
Africa,Kenya,Makindu,637660,23-01-2020,22.1,24.7,20.5,-,87,0,40.1,1.5,7.6,-,,,,
Africa,Kenya,Makindu,637660,24-01-2020,22.1,25.6,21,-,92,2.03,40.1,1.5,7.6,-,,,,
Africa,Kenya,Makindu,637660,25-01-2020,23.1,26.5,21,-,87,14.99,40.1,1.9,7.6,-,,,,
Africa,Kenya,Makindu,637660,26-01-2020,21.8,25.2,10,-,93,2.03,35.1,0.9,7.6,-,o,o,,
Africa,Kenya,Makindu,637660,27-01-2020,22.2,25.2,19,-,90,1.02,40.1,2.6,7.6,-,o,o,,
Africa,Kenya,Makindu,637660,28-01-2020,21,24.5,18,-,93,24.89,40.1,0.9,7.6,-,o,o,,
Africa,Kenya,Makindu,637660,29-01-2020,22.3,26.7,19,-,88,0,40.1,1.3,9.4,-,,,,
Africa,Kenya,Makindu,637660,30-01-2020,22.7,27.2,19.6,-,86,0,40.1,2.6,9.4,-,,,,
Africa,Kenya,Makindu,637660,31-01-2020,23.4,29,17.6,-,82,0,40.1,4.8,13,-,,,,
Africa,Kenya,Makindu,637660,01-02-2020,21.8,28.6,19.2,-,90,89.92,30.3,4.6,11.1,-,o,,,
Africa,Kenya,Makindu,637660,02-02-2020,22.5,27.5,18.7,-,81,29.97,37.5,0,-,-,o,,,
Africa,Kenya,Makindu,637660,03-02-2020,23.1,28.5,19,-,84,0,40.1,1.9,5.4,-,,,,
Africa,Kenya,Makindu,637660,04-02-2020,22.1,27,19.2,-,85,0,40.1,4.3,9.4,-,,,,
Africa,Kenya,Makindu,637660,05-02-2020,21.3,26.7,19,-,89,0,40.1,4.1,11.1,-,,,,
Africa,Kenya,Makindu,637660,06-02-2020,24.3,29.5,19.6,-,78,0,40.1,7.2,9.4,-,,,,
Africa,Kenya,Makindu,637660,07-02-2020,21.2,27.7,17.5,-,88,0,40.1,3.3,11.1,-,,,,
Africa,Kenya,Makindu,637660,08-02-2020,21.5,27,18.7,-,87,0,40.1,5.2,9.4,-,,,,
