Country,city,lat,lng
Faroe Islands,Kunoy,62.2917,-6.6702
Faroe Islands,Skopun,61.9028,-6.8823
Faroe Islands,Viðareiði,62.36,-6.5313
Faroe Islands,Kirkja,62.3263,-6.3238
Faroe Islands,Skúvoy,61.771,-6.805
Faroe Islands,Toftir,62.0978,-6.7369
Faroe Islands,Fuglafjørður,62.2448,-6.815
Faroe Islands,Norðragøta,62.199,-6.7432
Faroe Islands,Skálavík,61.8314,-6.6623
Faroe Islands,Hvannasund,62.2962,-6.5204
Faroe Islands,Tórshavn,62.03,-6.82
Faroe Islands,Hov,61.5068,-6.7599
Faroe Islands,Oyrarbakki,62.2079,-6.9997
Faroe Islands,Strendur,62.1096,-6.7617
Faroe Islands,Vestmanna,62.1548,-7.169
Faroe Islands,Saltangará,62.1156,-6.7206
Faroe Islands,Eiði,62.2995,-7.0924
Faroe Islands,Sumba,61.4055,-6.709
Faroe Islands,Hvalba,61.6024,-6.9606
Faroe Islands,Sandavágur,62.0537,-7.1498
Faroe Islands,Porkeri,61.4814,-6.745
Faroe Islands,Vágur,61.4733,-6.8175
Faroe Islands,Tvøroyri,61.5544,-6.8063
Faroe Islands,Kvívík,62.1186,-7.0737
Fiji,Labasa,-16.4166,179.3833
Fiji,Nadi,-17.7996,177.4166
Fiji,Lautoka,-17.6161,177.4666
Fiji,Suva,-18.133,178.4417
Finland,Kouvola,60.876,26.709
Finland,Pori,61.4789,21.7749
Finland,Helsinki,60.1756,24.9341
Finland,Hämeenlinna,60.997,24.472
Finland,Rovaniemi,66.5,25.7159
Finland,Kemi,65.7333,24.5817
Finland,Joensuu,62.6,29.7666
Finland,Tampere,61.5,23.75
Finland,Kajaani,64.2333,27.6833
Finland,Seinäjoki,62.8,22.8333
Finland,Savonlinna,61.8666,28.8833
Finland,Kemijärvi,66.6667,27.4167
Finland,Kuopio,62.8943,27.6949
Finland,Lappeenranta,61.0671,28.1833
Finland,Jyväskylä,62.2603,25.75
Finland,Oulu,65,25.47
Finland,Vaasa,63.1,21.6
Finland,Lahti,60.9939,25.6649
Finland,Sodankylä,67.4171,26.6
Finland,Porvoo,60.4004,25.666
Finland,Mikkeli,61.69,27.285
Finland,Kokkola,63.8333,23.1167
Finland,Turku,60.4539,22.255
Finland,Mariehamn,60.1,19.95
France,Metz,49.1203,6.18
France,Clermont-Ferrand,45.78,3.08
France,Lille,50.65,3.08
France,Melun,48.5333,2.6666
France,Arras,50.2833,2.7833
France,Lyon,45.77,4.83
France,Rennes,48.1,-1.67
France,Marseille,43.29,5.375
France,Strasbourg,48.58,7.75
France,Nantes,47.2104,-1.59
France,Orléans,47.9004,1.9
France,Annecy,45.9,6.1167
France,Auxerre,47.8004,3.5666
France,Cherbourg,49.6504,-1.65
France,Troyes,48.3404,4.0834
France,Nîmes,43.8304,4.35
France,Besançon,47.23,6.03
France,Dijon,47.3304,5.03
France,Agen,44.2004,0.6333
France,Paris,48.8667,2.3333
France,Montpellier,43.6104,3.87
France,Roanne,46.0333,4.0667
France,Tours,47.3804,0.6999
France,Mulhouse,47.7504,7.35
France,Grenoble,45.1804,5.72
France,Brive-la-Gaillarde,45.1504,1.5333
France,Le Havre,49.505,0.105
France,Biarritz,43.4733,-1.5616
France,Angers,47.48,-0.53
France,Nevers,46.9837,3.1667
France,Calais,50.9504,1.8333
France,Toulouse,43.62,1.4499
France,Vichy,46.1171,3.4167
France,La Rochelle,46.1667,-1.15
France,Bourges,47.0837,2.4
France,Caen,49.1838,-0.35
France,Rouen,49.4304,1.08
France,Nice,43.715,7.265
France,Dieppe,49.9337,1.0833
France,Bastia,42.7032,9.45
France,Saint-Brieuc,48.5167,-2.7833
France,Béziers,43.3505,3.21
France,Lorient,47.7504,-3.3666
France,Limoges,45.83,1.25
France,Versailles,48.8005,2.1333
France,Poitiers,46.5833,0.3333
France,Perpignan,42.7,2.9
France,Toulon,43.1342,5.9188
France,Le Mans,48.0004,0.1
France,Tarbes,43.2333,0.0833
France,Aix-en-Provence,43.52,5.45
France,Amiens,49.9004,2.3
France,Reims,49.2504,4.03
France,Bordeaux,44.85,-0.595
France,Brest,48.3904,-4.495
France,Saint-Étienne,45.4304,4.38
France,Nancy,48.6837,6.2
France,Ajaccio,41.9271,8.7283
French Guiana,Roura,4.73,-52.33
French Guiana,Iracoubo,5.4804,-53.22
French Guiana,Saint-Laurent-du-Maroni,5.4976,-54.0325
French Guiana,Saint-Georges,3.9105,-51.81
French Guiana,Sinnamary,5.38,-52.96
French Guiana,Kourou,5.16,-52.6499
French Guiana,Cayenne,4.933,-52.33
French Polynesia,Papeete,-17.5334,-149.5667
Gabon,Makokou,0.5671,12.8666
Gabon,Libreville,0.3854,9.458
Gabon,Gamba,-2.65,10
Gabon,Moanda,-1.5655,13.2
Gabon,Tchibanga,-2.857,11.027
Gabon,Mékambo,1.0171,13.9333
Gabon,Port-Gentil,-0.72,8.78
Gabon,Omboué,-1.5662,9.25
Gabon,Koulamoutou,-1.1329,12.4833
Gabon,Mitzic,0.7837,11.5666
Gabon,Bitam,2.0837,11.4834
Gabon,Bifoun,-0.3329,10.3832
Gabon,Mouila,-1.8662,11.0167
Gabon,Mayumba,-3.4166,10.65
Gabon,Oyem,1.6166,11.5833
Gabon,Franceville,-1.6333,13.5833
Gabon,Ndendé,-2.3829,11.3833
Gabon,Okondja,-0.6829,13.7833
Gabon,Lambaréné,-0.6996,10.2166
Georgia,P’ot’i,42.1557,41.6716
Georgia,Ozurgeti,41.9244,42.0068
Georgia,Kutaisi,42.25,42.73
Georgia,Rustavi,42.2897,43.8543
Georgia,Ambrolauri,42.5211,43.1622
Georgia,Gori,41.9842,44.1158
Georgia,Akhaltsikhe,41.639,42.9826
Georgia,Tbilisi,41.725,44.7908
Georgia,Mtskheta,41.8451,44.7188
Georgia,Rust’avi,41.5704,45.05
Georgia,Telavi,41.9198,45.4732
Georgia,Sokhumi,43.02,41.02
Georgia,Batumi,41.6,41.63
Georgia,Zugdidi,42.5088,41.8709
Georgia,Ts’khinvali,42.2325,43.975
Germany,Braunschweig,52.25,10.5
Germany,Kassel,51.3,9.5
Germany,Osnabrück,52.2804,8.05
Germany,Augsburg,48.35,10.9
Germany,Cottbus,51.7704,14.33
Germany,Jena,50.9304,11.58
Germany,Nuremberg,49.45,11.08
Germany,Magdeburg,52.1304,11.62
Germany,Rosenheim,47.8503,12.1333
Germany,Hof,50.317,11.9167
Germany,Gera,50.8704,12.07
Germany,Wuppertal,51.25,7.17
Germany,Kiel,54.3304,10.13
Germany,Bielefeld,52.03,8.53
Germany,Dortmund,51.53,7.45
Germany,Potsdam,52.4004,13.07
Germany,Münster,51.9704,7.62
Germany,Regensburg,49.0204,12.12
Germany,Hannover,52.367,9.7167
Germany,Flensburg,54.7837,9.4333
Germany,Ingolstadt,48.7704,11.45
Germany,Fürth,49.47,11
Germany,Göttingen,51.5204,9.92
Germany,Oldenburg,53.13,8.22
Germany,Chemnitz,50.83,12.92
Germany,Karlsruhe,49,8.4
Germany,Düsseldorf,51.2204,6.78
Germany,Koblenz,50.3505,7.6
Germany,Heidelberg,49.42,8.7
Germany,Cologne,50.93,6.95
Germany,Saarbrücken,49.2504,6.97
Germany,Leipzig,51.3354,12.41
Germany,Emden,53.3667,7.2167
Germany,Berlin,52.5218,13.4015
Germany,Schwerin,53.6333,11.4167
Germany,Erfurt,50.9701,11.03
Germany,Freiburg im Breisgau,48.0004,7.8699
Germany,Bonn,50.7205,7.08
Germany,Rostock,54.0704,12.15
Germany,Passau,48.567,13.4666
Germany,Würzburg,49.8004,9.95
Germany,Lübeck,53.8704,10.67
Germany,Wiesbaden,50.0804,8.25
Germany,Mainz,49.9825,8.2732
Germany,Gießen,50.5837,8.65
Germany,Ulm,48.4004,10
Germany,Dresden,51.05,13.75
Germany,Hamburg,53.55,10
Germany,Stralsund,54.3004,13.1
Germany,Essen,51.45,7.0166
Germany,Bremen,53.08,8.8
Germany,Duisburg,51.43,6.75
Germany,Frankfurt,50.1,8.675
Germany,Coburg,50.2666,10.9666
Germany,Bremerhaven,53.5504,8.58
Germany,Munich,48.1299,11.575
Germany,Stuttgart,48.78,9.2
Germany,Mannheim,49.5004,8.47
Ghana,Nalerigu,10.5273,-0.3698
Ghana,Accra,5.55,-0.2167
Ghana,Winneba,5.3504,-0.63
Ghana,Sekondi,4.9433,-1.704
Ghana,Damongo,9.083,-1.8188
Ghana,Cape Coast,5.1104,-1.25
Ghana,Bawku,11.0604,-0.24
Ghana,Yendi,9.4337,-0.0167
Ghana,Tamale,9.4004,-0.84
Ghana,Sefwi Wiawso,6.2058,-2.4894
Ghana,Tema,5.6404,0.01
Ghana,Techiman,7.5905,-1.9395
Ghana,Wa,10.0604,-2.5
Ghana,Bolgatanga,10.7904,-0.85
Ghana,Ho,6.6004,0.47
Ghana,Goaso,6.8036,-2.5172
Ghana,Kumasi,6.69,-1.63
Ghana,Obuase,6.1904,-1.66
Ghana,Dambai,8.0662,0.1795
Ghana,Berekum,7.4504,-2.59
Ghana,Sunyani,7.336,-2.336
Ghana,Koforidua,6.0904,-0.26
Ghana,Nkawkaw,6.5505,-0.78
Gibraltar,Gibraltar,36.1324,-5.3781
Greece,Piraeus,37.95,23.7
Greece,Athens,37.9833,23.7333
Greece,Ródos,36.4412,28.2225
Greece,Agrínio,38.6218,21.4077
Greece,Trípoli,37.5091,22.3794
Greece,Kérkyra,39.6154,19.9147
Greece,Irákleio,35.325,25.1305
Greece,Polýgyros,40.381,23.453
Greece,Pýrgos,37.6837,21.45
Greece,Chíos,38.3681,26.1358
Greece,Kateríni,40.2723,22.5025
Greece,Vólos,39.37,22.95
Greece,Kozáni,40.3007,21.789
Greece,Lárisa,39.6304,22.42
Greece,Alexandroúpoli,40.8486,25.8744
Greece,Xánthi,41.1418,24.8836
Greece,Ioánnina,39.6679,20.8509
Greece,Ermoúpoli,37.4504,24.9333
Greece,Kos,36.8937,27.2888
Greece,Kavála,40.9412,24.4018
Greece,Thessaloníki,40.6961,22.885
Greece,Komotiní,41.1333,25.4167
Greece,Mytilíni,39.1104,26.5546
Greece,Pátra,38.23,21.73
Greece,Sérres,41.086,23.5497
Greece,Chaniá,35.5122,24.0156
Greece,Spárti,37.0737,22.4297
Greece,Lamía,38.899,22.434
Greece,Kalamáta,37.0389,22.1142
Greece,Chalkída,38.464,23.6124
Greece,Siteía,35.2004,26.0986
Greenland,Ilulissat,69.2167,-51.1
Greenland,Qasigiannguit,68.8193,-51.1785
Greenland,Tasiusaq,73.369,-56.0598
Greenland,Aasiaat,68.7167,-52.8667
Greenland,Timmiarmiut,62.5333,-42.2167
Greenland,Kraulshavn,74.121,-57.0674
Greenland,Nuuk,64.1983,-51.7327
Greenland,Godhavn,69.2442,-53.5652
Greenland,Scoresbysund,70.4834,-21.9667
Greenland,Kullorsuaq,74.5781,-57.225
Greenland,Kangersuatsiaq,72.3796,-55.5491
Greenland,Upernavik,72.7094,-56.1417
Greenland,Qaqortoq,60.7289,-46.0364
Greenland,Uummannaq,70.675,-52.1229
Greenland,Tasiilaq,65.6019,-37.6337
Greenland,Savissivik,76.0195,-65.1125
Greenland,Qaanaaq,77.4835,-69.3322
Greenland,Sisimiut,66.95,-53.6666
Greenland,Kulusuk,65.5666,-37.1833
Greenland,Nord,81.7166,-17.8
Greenland,Narsarsuaq,61.1666,-45.4166
Greenland,Paamiut,62.0041,-49.6351
Grenada,Saint George’s,12.0526,-61.7416
Guadeloupe,Lasserre,16.2304,-61.44
Guadeloupe,Pointe-à-Pitre,16.2415,-61.533
Guadeloupe,Basse-Terre,16,-61.7167
Guam,Maina,13.4692,144.7332
Guam,Hagåtña,13.4745,144.7504
Guatemala,Lívingston,15.8307,-88.7562
Guatemala,Flores,16.9337,-89.8833
Guatemala,Antigua Guatemala,14.5667,-90.7333
Guatemala,Jutiapa,14.29,-89.9
Guatemala,Santa Cruz del Quiché,15.0333,-91.1333
Guatemala,Escuintla,14.3004,-90.78
Guatemala,Zacapa,14.972,-89.529
Guatemala,Retalhuleu,14.5371,-91.677
Guatemala,Jalapa,14.633,-89.989
Guatemala,Huehuetenango,15.3204,-91.47
Guatemala,La Libertad,16.7804,-90.12
Guatemala,Chiquimula,14.797,-89.544
Guatemala,Sololá,14.773,-91.183
Guatemala,Chimaltenango,14.662,-90.82
Guatemala,Cuilapa,14.279,-90.298
Guatemala,Mazatenango,14.5304,-91.51
Guatemala,Quetzaltenango,14.83,-91.52
Guatemala,Cobán,15.47,-90.38
Guatemala,Puerto San José,13.9397,-90.82
Guatemala,Puerto Barrios,15.7175,-88.5927
Guatemala,Guastatoya,14.85,-90.0167
Guatemala,San Marcos,14.966,-91.8
Guatemala,Salamá,15.103,-90.314
Guatemala,Totonicapán,14.914,-91.358
Guatemala,Guatemala City,14.6211,-90.527
Guatemala,San Luis,16.2,-89.44
Guinea,Siguiri,11.4171,-9.1666
Guinea,Dalaba,10.656,-12.272
Guinea,Télimélé,10.905,-13.043
Guinea,Faranah,10.0404,-10.75
Guinea,Labé,11.32,-12.3
Guinea,Gaoual,11.754,-13.213
Guinea,Mamou,10.3804,-12.1
Guinea,Koundara,12.48,-13.296
Guinea,Kissidougou,9.1905,-10.12
Guinea,Kérouané,9.2704,-9.02
Guinea,Kankan,10.39,-9.31
Guinea,Kouroussa,10.653,-9.892
Guinea,Dinguiraye,11.299,-10.726
Guinea,Yomou,7.5704,-9.27
Guinea,Pita,11.08,-12.401
Guinea,Mali,12.084,-12.301
Guinea,Kindia,10.06,-12.87
Guinea,Tougué,11.44,-11.67
Guinea,Conakry,9.5315,-13.6802
Guinea,Guéckédou,8.554,-10.151
Guinea,Fria,10.3804,-13.55
Guinea,Boffa,10.185,-14.043
Guinea,Forécariah,9.43,-13.098
Guinea,N’Zérékoré,7.76,-8.83
Guinea,Kamsar,10.6854,-14.605
Guinea,Boké,10.94,-14.3
Guinea,Macenta,8.5504,-9.48
Guinea,Beyla,8.687,-8.657
Guinea,Dabola,10.748,-11.109
Guinea-Bissau,Buba,11.5889,-14.9958
Guinea-Bissau,Bafatá,12.167,-14.666
Guinea-Bissau,Bolama,11.583,-15.4828
Guinea-Bissau,Catió,11.2167,-15.1667
Guinea-Bissau,Cacheu,12.269,-16.165
Guinea-Bissau,Farim,12.493,-15.227
Guinea-Bissau,Fulacunda,11.773,-15.195
Guinea-Bissau,Bissau,11.865,-15.5984
Guinea-Bissau,Quinhámel,11.8869,-15.8556
Guinea-Bissau,Gabú,12.28,-14.234
Guyana,Princetown,5.9,-57.17
Guyana,Vreed-en-Hoop,6.8093,-58.198
Guyana,Anna Regina,7.2635,-58.4804
Guyana,Lethem,3.39,-59.8
Guyana,Mabaruma,8.2,-59.78
Guyana,Georgetown,6.802,-58.167
Guyana,Ituni,5.43,-58.25
Guyana,Fort Wellington,6.3909,-57.6038
Guyana,Anna Regina,7.2704,-58.5001
Guyana,New Amsterdam,6.25,-57.53
Guyana,Mahdia,5.2667,-59.15
Guyana,Bartica,6.4104,-58.63
Guyana,Linden,5.99,-58.27
Haiti,Cap-Haïtien,19.7592,-72.2125
Haiti,Jacmel,18.235,-72.537
Haiti,Port-au-Prince,18.541,-72.336
Haiti,Port-de-Paix,19.9318,-72.8295
Haiti,Jérémie,18.6339,-74.1184
Haiti,Fort Liberté,19.6656,-71.8448
Haiti,Gonaïves,19.4504,-72.6832
Haiti,Les Cayes,18.2004,-73.75
Haiti,Hinche,19.143,-72.004
Haiti,Miragoâne,18.4411,-73.0883
Honduras,Ciudad Choluteca,13.3007,-87.1908
Honduras,Brus Laguna,15.7504,-84.48
Honduras,La Ceiba,15.7631,-86.797
Honduras,Yuscarán,13.944,-86.851
Honduras,Nueva Ocotepeque,14.437,-89.182
Honduras,Juticalpa,14.6704,-86.23
Honduras,Yorito,15.06,-87.29
Honduras,Yoro,15.1375,-87.1278
Honduras,Puerto Lempira,15.262,-83.7716
Honduras,La Paz,14.32,-87.684
Honduras,Santa Bárbara,14.919,-88.236
Honduras,Nacaome,13.53,-87.49
Honduras,San Pedro Sula,15.5,-88.03
Honduras,Santa Rosa de Copán,14.77,-88.78
Honduras,La Esperanza,14.333,-88.1667
Honduras,Tegucigalpa,14.102,-87.2175
Honduras,Gracias,14.5833,-88.5833
Honduras,Comayagua,14.4604,-87.65
Honduras,Trujillo,15.9104,-85.96
Honduras,Roatán,16.33,-86.519
Hong Kong SAR,Hong Kong SAR,22.305,114.185
Hungary,Tatabánya,47.55,18.433
Hungary,Pécs,46.0804,18.22
Hungary,Nagykanizsa,46.4561,16.9883
Hungary,Győr,47.7004,17.63
Hungary,Budapest,47.5,19.0833
Hungary,Eger,47.895,20.383
Hungary,Kecskemét,46.9,19.7
Hungary,Nyíregyháza,47.9653,21.7187
Hungary,Dunaújváros,46.9661,18.9386
Hungary,Salgótarján,48.105,19.826
Hungary,Szeged,46.2504,20.15
Hungary,Hódmezővásárhely,46.4172,20.3292
Hungary,Szekszárd,46.344,18.713
Hungary,Vác,47.7837,19.1332
Hungary,Sopron,47.6864,16.5906
Hungary,Kaposvár,46.367,17.8
Hungary,Békéscsaba,46.672,21.101
Hungary,Debrecen,47.5305,21.63
Hungary,Székesfehérvár,47.1947,18.4081
Hungary,Zalaegerszeg,46.844,16.84
Hungary,Szombathely,47.2253,16.6287
Hungary,Szolnok,47.1864,20.1794
Hungary,Miskolc,48.1004,20.78
Hungary,Veszprém,47.091,17.911
Iceland,Ísafjörður,66.0833,-23.15
Iceland,Selfoss,63.9334,-20.9969
Iceland,Sauðárkrókur,65.7464,-19.639
Iceland,Reykjavík,64.15,-21.95
Iceland,Akureyri,65.6666,-18.1
Iceland,Egilsstaðir,65.2674,-14.395
Iceland,Höfn,64.2723,-15.2139
Iceland,Borgarnes,64.5695,-21.8623
Iceland,Keflavík,64.0166,-22.5666
India,Muzaffarnagar,29.485,77.695
India,Gwalior,26.23,78.1801
India,Shiliguri,26.7204,88.455
India,Mumbai,19.017,72.857
India,Nandyāl,15.5204,78.48
India,Khammam,17.2804,80.1601
India,Dehra Dūn,30.3204,78.05
India,Port Blair,11.667,92.736
India,Vishākhapatnam,17.73,83.305
India,Jaipur,26.9211,75.81
India,Sonīpat,29,77.02
India,Gangtok,27.3333,88.6166
India,Rāichūr,16.2104,77.355
India,Nāgpur,21.17,79.09
India,Mangalore,12.9,74.85
India,Conjeeveram,12.8337,79.7167
India,Alīpur Duār,26.4837,89.5667
India,Mandya,12.5704,76.92
India,Bhusāval,21.02,75.83
India,Hospet,15.2804,76.375
India,Parbhani,19.2704,76.76
India,Chandigarh,30.72,76.78
India,Kolhāpur,16.7,74.22
India,Tirupati,13.6504,79.42
India,Ujjain,23.1904,75.79
India,Abohar,30.1204,74.29
India,Pīlibhīt,28.64,79.81
India,Delhi,28.67,77.23
India,Chīrāla,15.8604,80.34
India,Guwāhāti,26.16,91.77
India,Pathānkot,32.2703,75.72
India,Silchar,24.7904,92.79
India,Lucknow,26.855,80.915
India,Nāsik,20.0004,73.78
India,Karīmnagar,18.4604,79.11
India,Bhuj,23.2504,69.81
India,Fyzābād,26.7504,82.17
India,Jodhpur,26.2918,73.0168
India,Kochi,10.015,76.2239
India,Sopur,34.3,74.4667
India,Amrāvati,20.95,77.77
India,Morādābād,28.8418,78.7568
India,Lātūr,18.4004,76.57
India,Shillong,25.5705,91.88
India,Hubli,15.36,75.125
India,Bhopal,23.25,77.41
India,Haldia,22.0257,88.0583
India,Jhānsi,25.453,78.5575
India,Imphal,24.8,93.95
India,Vadodara,22.31,73.18
India,Mysore,12.31,76.66
India,Bhātpāra,22.8504,88.52
India,Bhilai,21.2167,81.4333
India,Kota,25.18,75.835
India,Raipur,21.235,81.635
India,Gulbarga,17.35,76.82
India,Krishnanagar,23.3803,88.53
India,Salem,11.67,78.1801
India,Sahāranpur,29.97,77.55
India,Bhāgalpur,25.23,86.98
India,Kolār,13.1337,78.1334
India,Bulandshahr,28.4104,77.8484
India,Jorhāt,26.75,94.2167
India,Purnea,25.7854,87.48
India,Ghandinagar,23.3004,72.6399
India,Bhubaneshwar,20.2704,85.8274
India,Itanagar,27.1004,93.6166
India,Bijāpur,16.8354,75.71
India,Burhānpur,21.3004,76.13
India,Jalandhar,31.3349,75.569
India,Indore,22.7151,75.865
India,Kumbakonam,10.9805,79.4
India,Dindigul,10.38,78
India,Kohima,25.667,94.1166
India,Machilīpatnam,16.2004,81.18
India,Thiruvananthapuram,8.5,76.95
India,Kalyān,19.2502,73.1602
India,Etāwah,26.7855,79.015
India,Āgra,27.1704,78.015
India,Karūr,10.9504,78.0833
India,Alwar,27.5454,76.6049
India,Calicut,11.2504,75.77
India,Aizawl,23.7104,92.72
India,Jammu,32.7118,74.8467
India,Trichinopoly,10.81,78.69
India,Guntūr,16.33,80.45
India,Ongole,15.5604,80.05
India,Bhiwandi,19.35,73.13
India,Agartala,23.8354,91.28
India,Bhiwāni,28.81,76.125
India,Udaipur,24.6,73.73
India,Daman,20.417,72.85
India,Davangere,14.47,75.92
India,Rājapālaiyam,9.4204,77.58
India,Alīgarh,27.8922,78.0618
India,Akola,20.71,77.01
India,Patna,25.625,85.13
India,Coimbatore,11,76.95
India,Dhūlia,20.9,74.77
India,Ambāla,30.32,76.82
India,Bareilly,28.3454,79.42
India,Puri,19.8204,85.9
India,Tiruvannāmalai,12.2604,79.1
India,Ludhiāna,30.9278,75.8723
India,Pānīpat,29.4004,76.97
India,Hāthras,27.6,78.05
India,Kākināda,16.9675,82.2375
India,Warangal,18.01,79.58
India,Vālpārai,10.3204,76.97
India,Amritsar,31.64,74.87
India,Kurnool,15.83,78.03
India,Alleppey,9.5004,76.37
India,Karnāl,29.6804,76.97
India,Kavaratti,10.5626,72.6369
India,Nāgercoil,8.1804,77.43
India,Ratlām,23.3504,75.03
India,Ahmadābād,23.0301,72.58
India,Vellore,12.9204,79.15
India,Dhanbād,23.8004,86.42
India,Rājkot,22.31,70.8
India,Allahābād,25.455,81.84
India,Saugor,23.8504,78.75
India,Fīrozābād,27.15,78.3949
India,Patiāla,30.3204,76.385
India,Rājahmundry,17.0303,81.79
India,Tuticorin,8.82,78.13
India,Belgaum,15.865,74.505
India,New Delhi,28.6,77.2
India,Sitalpur,27.63,80.75
India,Silvassa,20.2666,73.0166
India,Tanjore,10.7704,79.15
India,Jabalpur,23.1751,79.9551
India,Quilon,8.9004,76.57
India,Mathura,27.5,77.67
India,Ahmadnagar,19.1104,74.75
India,Hāpur,28.7437,77.7628
India,Sāngli,16.8604,74.575
India,Gaya,24.8,85
India,Dibrugarh,27.4833,94.9
India,Kolkata,22.495,88.3247
India,Panaji,15.492,73.818
India,Cuttack,20.47,85.8899
India,Rohtak,28.9,76.58
India,Shāhjānpur,27.8804,79.905
India,Ajmer,26.45,74.64
India,Bīkaner,28.0304,73.3299
India,Porbandar,21.67,69.67
India,Aurangābād,19.8957,75.3203
India,Solāpur,17.6704,75.9
India,Ranchi,23.37,85.33
India,Medinīpur,22.3304,87.15
India,Sīkar,27.6104,75.14
India,Brahmapur,19.32,84.8
India,Bharatpur,27.2504,77.5
India,Hindupur,13.7804,77.49
India,Bezwāda,16.52,80.63
India,Srīnagar,34.1,74.815
India,Dispur,26.144,91.7666
India,Bāramūla,34.2004,74.35
India,Sambalpur,21.4704,83.9701
India,Puducherry,11.935,79.83
India,Tumkūr,13.33,77.1
India,Diu,20.7197,70.9904
India,Chānda,19.97,79.3
India,Chennai,13.09,80.28
India,Bengalūru,12.97,77.56
India,Fatehpur,25.8804,80.8
India,Hyderabad,17.4,78.48
India,Madura,9.92,78.12
India,Navsāri,20.8504,72.92
India,Hāora,22.5804,88.3299
India,Gurgaon,28.45,77.02
India,Muzaffarpur,26.1204,85.3799
India,Nizāmābād,18.6704,78.1
India,Āsansol,23.6833,86.9833
India,Barddhamān,23.2504,87.865
India,Vizianagaram,18.1204,83.5
India,Harīpur,31.52,75.98
India,Ghāziābād,28.6604,77.4084
India,Sirsa,29.4904,75.03
India,Tiruppūr,11.0804,77.33
India,Bellary,15.15,76.915
India,Tinnevelly,8.7304,77.69
India,Meerut,29.0004,77.7
India,Nellore,14.44,79.9899
India,Pāli,25.7904,73.3299
India,Rāmpur,28.8154,79.025
India,Shimla,31.1,77.1666
India,Bhāvnagar,21.7784,72.13
India,Farīdābād,28.4333,77.3167
India,Cuddalore,11.7204,79.77
India,Tonk,26.1505,75.79
India,Shimoga,13.9304,75.56
India,Sūrat,21.2,72.84
India,Proddatūr,14.7504,78.57
India,Bahraigh,27.6204,81.6699
India,Mālegaon,20.5604,74.525
India,Jamshedpur,22.7875,86.1975
India,Pune,18.53,73.85
India,Bhīlwāra,25.3504,74.635
India,Bilāspur,22.0904,82.16
India,Bīdar,17.9229,77.5175
India,Aurangābād,24.7704,84.38
India,Vārānasi,25.33,83
India,Budaun,28.03,79.09
India,Hisar,29.17,75.725
India,Gorakhpur,26.7504,83.38
India,Cawnpore,26.46,80.32
India,Tezpur,26.6338,92.8
India,Nānded,19.17,77.3
India,Raurkela,22.2304,84.83
India,Mirzāpur,25.1454,82.57
Indonesia,Madiun,-7.6346,111.515
Indonesia,Watampone,-4.5328,120.3334
Indonesia,Jember,-8.1727,113.6873
Indonesia,Parepare,-4.0167,119.6333
Indonesia,Probolinggo,-7.7496,113.15
Indonesia,Pasuruan,-7.6296,112.9
Indonesia,Jayapura,-2.533,140.7
Indonesia,Surabaya,-7.2492,112.7508
Indonesia,Mataram,-8.5795,116.135
Indonesia,Jakarta,-6.1744,106.8294
Indonesia,Samarinda,-0.5,117.15
Indonesia,Majene,-3.5336,118.966
Indonesia,Sumenep,-7.0049,113.8496
Indonesia,Pematangsiantar,2.9614,99.0615
Indonesia,Pekalongan,-6.8796,109.67
Indonesia,Mamuju,-2.6806,118.8861
Indonesia,Sofifi,0.7373,127.5588
Indonesia,Medan,3.58,98.65
Indonesia,Bandung,-6.95,107.57
Indonesia,Tanjung Selor,2.8375,117.3653
Indonesia,Sampit,-2.5329,112.95
Indonesia,Ende,-8.8623,121.6489
Indonesia,Binjai,3.6204,98.5001
Indonesia,Palu,-0.907,119.833
Indonesia,Bekasi,-6.2173,106.9723
Indonesia,Buton,4.217,108.2
Indonesia,Pinrang,-3.7857,119.6522
Indonesia,Tinipuka,-4.5496,136.89
Indonesia,Bukittinggi,-0.3031,100.3615
Indonesia,Pontianak,-0.03,109.32
Indonesia,Kupang,-10.1787,123.583
Indonesia,Palangkaraya,-2.2096,113.91
Indonesia,Tuban,-6.8995,112.05
Indonesia,Surakarta,-7.565,110.825
Indonesia,Tarakan,3.3,117.633
Indonesia,Serang,-6.11,106.1496
Indonesia,Ambon,-3.7167,128.2
Indonesia,Banjarmasin,-3.33,114.5801
Indonesia,Ternate,0.793,127.363
Indonesia,Kulat,-8.7151,115.1841
Indonesia,Kendari,-3.9553,122.5973
Indonesia,Yogyakarta,-7.78,110.375
Indonesia,Baubau,-5.4699,122.6163
Indonesia,Malang,-7.98,112.61
Indonesia,Banda Aceh,5.55,95.32
Indonesia,Tarutung,2.0171,98.9667
Indonesia,Sukabumi,-6.9096,106.9
Indonesia,Denpasar,-8.65,115.22
Indonesia,Salatiga,-7.3095,110.4901
Indonesia,Manokwari,-0.8711,134.0693
Indonesia,Pekanbaru,0.565,101.425
Indonesia,Palopo,-3.0999,120.2363
Indonesia,Sungai Penuh,-2.0631,101.3964
Indonesia,Tasikmalaya,-7.3254,108.2147
Indonesia,Bengkulu,-3.8,102.27
Indonesia,Kotabumi,-4.8333,104.9
Indonesia,Merauke,-8.4932,140.4018
Indonesia,Raba,-8.45,118.7666
Indonesia,Langsa,4.6736,97.9664
Indonesia,Ruteng,-8.6118,120.4698
Indonesia,Sibolga,1.75,98.8
Indonesia,Pati,-6.7415,111.0347
